E_id,N_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
17,4,0.03782926829268294,,0.48477393939393926,0.0824606060606061,,0.05905128205128202,0.5628720930232558,0.3477681818181813,0.3516897959183676,0.3443341880341882,0.2576906250000001,0.15927142857142856,0.34744,0.06872857142857144,-0.03947730496453902,0.1191853658536585,0.2455916030534351,,0.02676323529411765,0.2603980952380953,,-0.11891099476439787,0.017845454545454546,-0.15551941747572817,-0.10433631284916203,0.0
17,5,-0.020570588235294122,,-0.26075,,,0.240925,0.6888666666666667,-0.5452454545454546,-0.09132222222222221,-0.22626666666666664,-0.30829999999999996,0.29024583333333337,-0.2575222222222222,-1.139875,-0.09494545454545454,-0.19165714285714283,-0.004793478260869569,,-0.028016666666666665,0.05667666666666666,,0.08280847457627122,,-0.39575151515151513,-0.8259000000000001,-0.041080000000000005
18,5,-0.08902585438335828,,-0.20982171717171721,-0.0796223325062034,,-0.1267189265536722,-0.4750895348837207,-0.5617331775700933,-0.3074786697247708,-0.2149788927335639,-0.15365399999999999,-0.2015755813953489,-0.20936066666666656,-0.09687359307359307,-0.1594573065902576,-0.10330928571428574,-0.2317957627118645,-0.15316936936936937,-0.11889370277078087,-0.14045614035087717,,-0.07393584558823531,-0.12117155172413795,-0.03600314465408806,-0.10663674242424245,-0.15407876106194704
19,5,0.4537471476510069,-0.7169883333333332,-0.002723329682365814,0.23522139130434772,-0.3463568627450981,-0.17911184210526326,0.18134543147208124,0.3801937238493722,0.30391169036334925,-0.04392777777777768,0.43882633228840134,0.21897146067415738,0.10705073313782998,-0.11190044843049338,0.3182768041237111,-0.02817804878048783,0.12320820895522379,0.38386717724288816,0.09165849462365591,0.14703290909090908,-0.0995946428571429,0.638687179487179,0.19017205438066465,-0.07564186046511628,0.1949048309178748,0.3132939114391142
20,5,0.20557253968253988,-0.5598374587458741,-0.16612603748326668,0.03932713936430312,-0.48938886756238015,-0.18626110458284367,-0.03072598664238011,-0.04475931131412506,-0.0006567513899920187,-0.11894485111662521,-0.09887189781021892,-0.13099460758142026,-0.15046877234803335,-0.2014731121281462,0.2248586072423399,-0.04281412742382272,-0.027727285921625544,0.12732634538152607,-0.25352723908216174,-0.11404934738955833,-0.09567433676231726,-0.18381377322229342,-0.13383755868544628,-0.17353205461638485,-0.0989498655913978,0.01634125326370765
20,4,0.5576438095238097,-0.18080781250000003,-0.16560482361411064,0.17235547652916086,-0.1254387453874538,-0.3804727272727275,-0.1521342007434944,-0.1818465437788018,-0.13903666666666667,-0.5001275862068968,0.1923983240223463,-0.2531754950495051,-0.5165630498533724,-0.3187940860215052,-0.04581164596273308,-0.06814649298597195,-0.0786445920303606,-0.11630539772727269,-1.1285285714285713,-0.42134726301735664,0.08925570469798659,-0.15432386666666664,-0.0671225746268656,-0.118591977077364,-0.19281899592944363,0.26048629629629644
21,4,-0.12289222972972973,-0.9504780405405402,-0.4589041666666667,-0.4066899728997291,-0.440344927536232,-0.36787147950089133,-0.48501891385767787,-0.5120727272727273,0.006218684759916527,-0.6907415754923406,-0.41442093023255816,-0.007386295005807128,-0.15202772466539183,-0.3197202127659575,-0.04868410351201472,-0.34101658878504676,-0.33155673534072905,-0.41742469135802485,-0.5719116207951066,-0.23140673443456156,-0.31658682170542635,-0.6798265037593989,-0.2256445398773007,-0.5920955082742312,-0.2132315789473684,-0.4291038043478267
21,3,-0.036840746624305004,-0.05066649029982364,-0.06914760981912144,-0.36896486956521757,-0.19505900826446274,-0.031022074788902256,-0.18582504743833006,0.06171006463527241,-0.0660096876654313,-0.40450624999999985,-0.30799582309582324,0.15560167984189718,-0.24579219653179155,0.38692638036809807,0.03906059654631088,0.013665889570552096,-0.18263982630273,-0.17555249554367214,-0.22848315789473678,0.09324288604180744,-0.3108501524390243,-0.07171157670454543,0.058256929019797246,0.043869942196531946,0.4234144032921811,-0.2417854524627721
22,3,-0.2347476470588234,0.047182580645161294,0.0971496535796766,0.0925942857142857,0.3409209580838323,-0.12072538071065989,0.10449590909090911,0.3076425233644859,0.2955535796766743,-0.002862130177514812,0.07250853658536582,-0.11657411764705873,0.055342173913043455,-0.3474551470588238,0.16904974619289354,-0.22388082191780825,-0.7966335311572699,0.2906590909090907,-0.22580921985815586,0.10945121951219502,-0.18127411764705895,0.18110704225352103,0.2629990853658537,0.1393382608695652,0.3025152173913044,0.05991223776223768
23,3,0.10622028985507245,-0.02655135135135136,0.3490782608695652,0.34345079365079356,0.22687916666666666,0.1380675675675676,0.5077045454545455,0.3430127272727273,0.619522222222222,0.5749826086956523,0.6853833333333332,0.09638684210526309,-0.08024337349397592,0.49461578947368423,0.13275555555555563,-0.02635384615384615,0.47706507936507947,0.28069847328244324,0.28577575757575757,0.4866312499999999,0.6802930555555555,0.3375021739130435,0.37621414141414145,0.45555000000000007,-0.060785,0.44946582278481
