E_id,N_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
17,4,0.03663628468750006,10.0,10.0,0.39150146850220313,10.0,10.0,0.07192748720930178,0.9851147347826137,0.34312015494185355,0.36870659704860775,0.07964829758064078,0.47493448632075486,0.20117521346153625,0.27708335000025897,0.3684787328125008,0.06617970868902316,-0.0428995572463758,10.0,0.15021950818965363,0.30152777766665817,-0.1284556874999973,0.048340600726743156,0.23371212102274666,10.0,10.0,10.0,10.0,10.0,10.0,10.0
17,5,-0.00612745073529418,10.0,10.0,-0.25138888750000177,10.0,10.0,0.23854166875000188,0.7324074041666497,-0.49160353181815347,0.010570988888889977,10.0,-0.16562500624996881,-0.12103658536585397,0.14914215588234056,-0.2543981472222095,-1.1364583333332992,-0.09343434318181755,10.0,-0.1089743576922618,0.012812500000017494,10.0,-0.02465277916666452,0.06415123444444355,10.0,10.0,10.0,10.0,10.0,10.0,10.0
18,5,-0.08951419843982171,10.0,10.0,-0.12511670366056557,10.0,10.0,-0.14217372142857193,-0.4955283407094584,-0.5628115265186904,-0.3091934250573384,-0.3629886833333224,-0.2010337149809161,-0.13375452512531158,-0.3114909453038681,-0.2102361111666678,-0.09704184696969828,-0.1583900429799426,10.0,-0.15513613867574355,-0.2448167014106579,0.0488194441666662,-0.12174610686552996,-0.1514080459051721,10.0,10.0,10.0,10.0,10.0,10.0,10.0
19,5,0.47869020394511164,-0.7095363841549255,-0.10236111112745111,0.1890612003475937,-0.16926129395604364,-0.0165697616279091,0.052293820286396064,-0.01895303686440572,0.3920892434042583,0.176289312988827,0.7277277796000055,0.1432684253140677,0.23435211812320467,0.2656152188380316,0.2095552282258025,-0.23889925298506925,0.3153195399484521,-0.019901767682938894,0.11849878392857027,0.2695634197144663,-0.7180921052631067,0.07593245137240344,0.1865427052069415,-0.6027271390625065,-0.16202485394736646,-0.4314351849999183,0.042361110526316,10.0,10.0,10.0
20,5,0.23767514201940076,-0.5175482366392219,-0.039824027943614726,-0.05166887385226585,-0.3640137409574475,-0.21563619975806492,-0.15123714385432463,-0.0234825775833881,-0.12936132596732583,0.003080514482029753,0.027245208663559593,-0.11507146085257003,-0.23149496371535866,0.05727356504739348,-0.15584911042830502,-0.1987416290343509,0.2588519039261348,-0.05068374558823605,0.009782126357827768,0.08671756627840697,-0.189396776266732,-0.302462515191109,-0.001464812650255334,-0.13064413503095793,-0.17967050544625934,-0.08723073821243611,0.0008629296854954483,0.0,0.0,0.03943651404320954
20,4,0.7527105739247284,-0.3540969546332058,-0.05426701568062883,-0.09906779043345057,0.05153145623620299,-0.4775975425572528,-0.30839120250000196,-0.14798895167285664,-0.3063683727272851,-0.14634800657030486,-0.23487015266272648,-0.5282898843575443,-0.15875986367562284,-0.10020231811024491,-0.6995404403676412,-0.22956495117646789,-0.1057066426147764,-0.0157450676012501,0.1954500923236536,-0.17435790054439199,-0.6964093455426326,-1.2235632184482776,-0.23536647713535516,0.0810502904820239,-0.08614084254587152,-0.11650326727939049,1.1916535641509614,10.0,10.0,-0.4742400415094347
21,4,-0.09710729621478853,-0.9474105843954245,-0.3037272311475406,-0.5253505935852973,-0.3968556690206172,-0.4945915017647012,-0.3354246681451604,-0.48480805210674277,-0.6598689971608775,0.02264794997187919,-0.1824949192073194,-0.7750320013824783,-0.044553240694443844,-0.21163345489129967,-0.19528015451521447,-0.304933727283654,-0.06272025828283043,-0.29909605042193943,0.3013953184027746,-0.5401048951048883,-0.8991676879595666,-0.27504541024720147,-0.25684427313613595,-0.3683497610214963,-0.6474103650330365,-0.2515304561294807,1.4778273803569841,10.0,10.0,10.0
21,3,-0.04062770564935065,-0.04306159997582206,-0.015500367947019896,-0.2162415525078994,-0.20573177271486956,0.1988137448328238,-0.19987120845697282,-0.18614668989563554,-0.34240072233009905,0.09965673043360351,0.018267609196431677,-0.537701792585174,0.06701314700854483,-0.01205383830645371,-0.24585244698012293,0.3850046070331687,0.08855249692660616,-0.014261760198454619,0.14555839051021363,-0.2931970905965248,-0.20351073049811674,0.09565228479191554,-0.0038759819301032333,-0.34393405601625854,-0.2203873910294164,0.07564980577705531,0.04827042264784991,0.6660697400000017,10.0,10.0
22,3,-0.2362377451470592,0.0450044803225805,0.189469177968036,-0.017622679045091755,0.3051765453345076,0.22361111141304374,-0.23347130264900723,0.09564078272726995,0.21902703896276873,0.31966396481763315,0.24566038735631926,0.02813974068396041,0.024673473096029182,-0.2441875652821296,0.057358091739133414,-0.3562857433823481,0.1677735480329943,-0.22542808219176702,-0.35770399296875854,-0.09559664701183716,-0.28015194658120524,-0.0026041677083254032,-0.004373122466216587,-0.20531672526455338,0.18151082417840522,0.2873411640957348,-0.07875000000000804,10.0,10.0,10.0
23,3,0.06486742424242455,-0.01690476214285762,0.35132575795455295,0.2164715980337076,0.532638888333342,10.0,0.14007132162162603,0.5072758846590847,0.36267676772727325,0.7316512344444124,0.5385716734568097,0.5818152450581402,0.1605360238281272,-0.011815200347224768,0.02858796250001394,0.5072551164473423,0.13219521481481722,-0.05048076923081827,1.4298611111110529,0.35493794329789213,0.18472222177422293,0.0804629633333248,1.33456349214288,0.19310796603772,0.3565670293478202,0.08663194437500814,0.6633432535714335,10.0,10.0,10.0
